name,state,stars,category
Red Kings 2 Restaurant,PA,3.5,Chinese
Hot Wok,PA,3.5,Chinese
Hing Wah Restaurant,PA,3.0,Chinese
Great Taste Chinese Food,NJ,3.5,Chinese
Koizi,FL,3.0,Japanese
Bui's,PA,4.5,Vietnamese
Peking China Buffet,IN,2.0,Chinese
Jjang Ga Nae,NJ,4.0,Korean
Szechuan House,NJ,4.0,Chinese
Beawon,NJ,3.0,Korean
Happy Garden Chinese Restaurant,IN,4.0,Chinese
Dash of Salt 'N Pepper,FL,4.5,Indian
Spring Chinese Restaurant,PA,3.5,Chinese
Han Dynasty,PA,3.5,Chinese
Shanghai Express,IN,2.0,Chinese
Hong Kong City,FL,3.5,Chinese
Tandoor Authentic Indian Restaurant,PA,3.5,Indian
Seoul Garden,TN,3.5,Korean
Hibachi Steak House & Sushi Bar,CA,3.5,Japanese
Unagi & Sushi,LA,4.0,Japanese
Royal Chef,NJ,3.5,Chinese
Marjie's Grill,LA,4.5,Vietnamese
Binto,PA,4.0,Vietnamese
Federal Donuts,PA,4.0,Korean
China East Restaurant,NV,3.5,Chinese
Laxmi's Indian Grille - Broomall,PA,4.0,Indian
Miyabi Restaurant,NJ,3.5,Japanese
Bubblefish,PA,4.0,Japanese
Blue Giant,LA,4.0,Chinese
Hunan Garden,NJ,4.5,Chinese
Ba-Dar,AZ,4.0,Chinese
Sawaii Indian Cuisine And Banquet,PA,4.5,Indian
FJ Express,FL,3.5,Japanese
Buk Chon Korean Cuisine,PA,4.5,Korean
Oishii,PA,4.5,Japanese
Dream House Asian Bistro,PA,3.0,Thai
Mian Sichuan,AZ,4.5,Chinese
Hong Kong Express,MO,3.5,Chinese
China Sun,PA,3.0,Chinese
China Wall,LA,3.0,Chinese
Pho Nam Vietnamese Restaurant,PA,4.5,Vietnamese
Panda Restaurant,PA,2.0,Chinese
Green Chili Indian Restaurant,PA,4.0,Indian
Young Bin Kwan,PA,4.5,Korean
Taste of India,NV,4.5,Indian
Le Viet Restaurant,PA,4.0,Vietnamese
Masala Kitchen,DE,4.0,Indian
Master Wok,PA,3.0,Chinese
Lovash Indian Cart,PA,4.0,Indian
Oishii Asian Steak and Sushi,TN,4.0,Chinese
RocknRoll Sushi,TN,3.5,Japanese
Neighborhood Ramen,PA,4.0,Japanese
Red Star Chinese Restaurant,LA,2.5,Chinese
Sakura Japanese Restaurant,IN,4.0,Japanese
Aroma Indian Cuisine and Bar,IN,4.5,Indian
China Wok,IN,3.5,Chinese
H. K. Golden Phoenix,PA,2.5,Chinese
Tiffin Bryn Mawr,PA,3.5,Indian
Izakaya Tori,FL,4.5,Japanese
Daleng Restaurant,PA,4.5,Vietnamese
Benihana,NJ,2.5,Japanese
Bhagya's Kitchen,PA,4.0,Indian
Madame Saito - Queen of Sushi,PA,4.5,Japanese
Pho Ha Bac,NJ,4.5,Vietnamese
Cheu Fishtown,PA,4.0,Japanese
Chef Chan's Restaurant,NJ,4.0,Chinese
Hong Kong Kitchen,LA,4.5,Chinese
Jazz Sushi Bar,LA,4.0,Japanese
Sen Thai-Asian Bistro,MO,3.5,Thai
Rasa Indian Cuisine,PA,4.5,Indian
Asian Garden Restaurant,NV,3.0,Chinese
China King,FL,3.5,Chinese
Pei Wei,IN,3.0,Korean
Hana Garden,NV,4.0,Korean
LemonGrass,MO,3.5,Vietnamese
Mark Pi's Express,IN,4.0,Chinese
Pei Wei,AZ,3.0,Chinese
Fried Rice King,FL,3.5,Chinese
Taiwan Express Chinese Restaurant,FL,4.0,Chinese
Great China Buffet,IN,3.0,Chinese
Pholicious,FL,2.5,Vietnamese
Vietnam Restaurant,PA,4.0,Vietnamese
Nais Cuisine,PA,3.5,Thai
Little Saigon,PA,4.5,Vietnamese
Saffron Indian Cuisine,FL,4.0,Indian
To-Yo Japanese Restaurant & Bar,PA,3.5,Japanese
China Buffet,IN,2.5,Chinese
Auspicious Chinese Restaurant,PA,3.0,Chinese
Manna,TN,4.5,Korean
Under the C,PA,4.0,Thai
Tegry Bistro,IN,4.0,Japanese
Asian Taste,TN,4.0,Chinese
Red Sake Asian Fusion,IN,3.5,Japanese
Golden Bowl,FL,3.5,Chinese
Szechuan Express Sun Valley,NV,2.5,Chinese
Kobe Japanese Steakhouse - Brandon,FL,4.0,Japanese
Sakeya Japanese Restaurant,PA,3.0,Japanese
Yummy House South,FL,3.5,Chinese
Très Yan & Wu,NJ,4.0,Chinese
China Dragon,TN,3.0,Chinese
Royal Thai Orchid,PA,3.5,Thai
Hawkers Asian Street Food,FL,4.0,Chinese
Pho Bang Restaurant,LA,3.0,Korean
Kazumi Sushi,NJ,3.5,Japanese
Poke Bros,PA,5.0,Japanese
Bualoy Cuisine,PA,4.5,Vietnamese
Chen's Garden,NJ,1.0,Chinese
Three Kingdoms,PA,4.0,Chinese
Bow Thai,FL,4.0,Thai
China Inn,DE,2.5,Chinese
The Blue Ocean,MO,3.5,Japanese
Grand Buffet,AZ,3.0,Chinese
Iron Sheet Royal Grill,IN,3.0,Chinese
Mr China,NJ,4.0,Chinese
Royal Thai Restaurant,TN,2.5,Thai
Saffron Indian Kitchen,PA,4.0,Indian
Nobu Hibachi Sushi,TN,2.5,Japanese
Indian Hut Curry and Cakes,PA,3.0,Indian
Chifa,PA,4.0,Chinese
Wing Hing Chinese Restaurant,PA,2.5,Chinese
Hibachi San,AZ,2.5,Japanese
Thai Sa-Moot,FL,4.0,Thai
Hyderabad House,IN,3.5,Indian
Pho City,NJ,4.0,Vietnamese
Taj Mahal Indian Cuisine,LA,3.5,Indian
Fortune Cookie,NJ,3.5,Chinese
Pei Wei,TN,2.5,Chinese
Bangkok City,NJ,4.0,Thai
Madam Lu,CA,3.5,Chinese
Thai Basil II,FL,4.0,Thai
Ikigai Sushi Bowls and Wraps,FL,4.5,Japanese
Michi Ramen,FL,4.5,Japanese
C J Wok,PA,3.0,Chinese
Good Fortune Buffet,FL,2.0,Chinese
Zukku Sushi - Tampa,FL,4.0,Japanese
Maliwan,PA,5.0,Thai
Pho Saigon Vietnamese Restaurant,FL,4.0,Vietnamese
China Wok,TN,3.0,Chinese
Yet Bun Chop Suey,MO,4.0,Chinese
Haru,NV,4.0,Japanese
Volcano Japanese Steakhouse,IN,2.5,Japanese
Chikuyo Tei,TN,4.0,Japanese
China Royal,PA,2.5,Chinese
China Wok,NV,2.5,Chinese
China Express,NJ,4.0,Chinese
China Wok,PA,4.5,Chinese
Drunk Crab,PA,4.5,Japanese
Saigon Main Vietnamese Cuisine,PA,3.5,Vietnamese
The Eastern Peak - North Gulch,TN,4.0,Thai
India Palace,MO,3.5,Indian
Happy Lamb Hot Pot,PA,4.0,Chinese
Kung Fu Dim Sum,PA,4.0,Thai
New Delhi Indian Restaurant,PA,4.0,Indian
Koto Sushi Bar,TN,3.5,Japanese
Vui's Kitchen,TN,4.0,Vietnamese
Bombay Masala,IN,5.0,Indian
Minerva Indian Restaurant,FL,4.0,Indian
Stix Asian Eatery,PA,4.0,Korean
Shagor Indian Cuisine,TN,3.5,Indian
Korave,IN,4.5,Korean
eDESIa,TN,4.5,Indian
Ellsworth Cafe,MO,3.5,Chinese
China Max,NJ,4.0,Chinese
China Dragon,IN,4.0,Chinese
China Panda,TN,2.5,Chinese
Sushi Pier Midtown,NV,3.0,Japanese
Hiro - Sushi & Modern Japanese Izakaya,MO,3.5,Japanese
Banjara Indian Bistro,PA,4.0,Indian
Mei's Chinese Restaurant,PA,3.5,Chinese
Flaming Basil,PA,4.0,Thai
Hina Hot,LA,3.0,Chinese
Pho Ga Thanh Thanh,PA,4.5,Vietnamese
Sushi House,PA,3.0,Japanese
Thida Thai,TN,4.0,Thai
Panda Express,FL,2.5,Chinese
Pei Wei,PA,2.5,Chinese
Noodles & Company,TN,3.0,Chinese
Sides Of Seoul,MO,5.0,Korean
Panda Express,FL,2.5,Chinese
JJ Asian Cuisine,PA,3.5,Chinese
QT Vietnamese Sandwich,PA,4.0,Vietnamese
Kais,LA,4.5,Japanese
Imli Indian Kitchen,PA,4.0,Indian
West Place Chinese Restaurant,IN,3.5,Chinese
Ekta Indian Cuisine,PA,4.0,Indian
Thai Coconut and Sushi,FL,3.5,Thai
Xin Xing House,PA,4.0,Chinese
Kabuki Sushi,PA,4.0,Japanese
KO Modern Korean Cuisine,PA,4.0,Korean
Rayaki - Philadelphia,PA,4.0,Japanese
Wokano,PA,3.0,Chinese
Truc Lam,MO,4.5,Vietnamese
China Star of Tucson,AZ,2.5,Chinese
Pho,NV,3.5,Vietnamese
Sicilian Pizza and Pasta,TN,3.5,Indian
Dynasty Hibachi Grill & Buffet,PA,3.0,Chinese
Bleu Sushi,PA,4.5,Japanese
Pop-To-Go,TN,3.5,Japanese
Super Wok,PA,3.5,Chinese
PF Chang's,FL,3.5,Chinese
Twisted Indian Wraps,PA,4.0,Indian
Ichiban Japanese Cuisine & Sushi Bar,FL,3.5,Japanese
Chopstick House,PA,4.0,Chinese
Yummy Thai,FL,4.0,Thai
Wong's Wok,MO,4.0,Chinese
Mysore Palace Indian Vegetarian Cuisine,TN,4.5,Indian
Pho Tran,LA,4.5,Vietnamese
Megu Modern Japanese Cuisine,NJ,3.5,Japanese
You Korean And Japanese Best Cuisine,IL,4.5,Korean
Crack Crab - Springfield,PA,3.5,Chinese
Hong Kong Restaurant,PA,4.0,Chinese
Daiwa,LA,4.0,Japanese
Yi Pin Cuisine,NJ,4.0,Chinese
Jasmine Asian House,PA,3.0,Chinese
China King,TN,4.0,Chinese
La Mint - Vietnamese Kitchen,NV,4.5,Vietnamese
Golden Fortune Restaurant,NV,2.5,Chinese
Sammy Chon's KTown BBQ,PA,3.5,Korean
Uniboil,CA,4.0,Chinese
Imperial Palace Chinese Restaurant,PA,4.0,Chinese
Thai Basil,IN,4.5,Thai
Tyson Bees,PA,3.5,Korean
Panda Express,PA,4.5,Chinese
New Wok Chinese Restaurant,PA,2.0,Chinese
Peking Gourmet,NJ,2.0,Chinese
Basil Bistro,TN,3.5,Thai
Sun Sushi,CA,4.5,Japanese
Palace Of Asia,DE,3.0,Indian
Moshi Moshi,PA,3.0,Japanese
Mai Thai,ID,4.0,Thai
Dao's Tai Pan's Restaurant,AZ,3.5,Vietnamese
Kuteer,DE,4.5,Indian
Chinese Inn,LA,3.5,Chinese
Em Trai Sandwich,LA,4.5,Vietnamese
MoriMori,TN,4.0,Korean
Lemay Garden,MO,3.5,Thai
ZEN Thai Cuisine & Sushi,FL,4.5,Thai
Green Garden,PA,3.5,Chinese
Panda Express,MO,2.0,Chinese
Oishii Poké,PA,4.0,Japanese
Umami Sushi. Hibachi,FL,4.5,Japanese
Cafe Int'l,CA,3.0,Korean
Dragon Cuisine,DE,3.5,Chinese
Lake Blue Sushi & Cuisine,PA,4.0,Japanese
China King,MO,3.0,Thai
China Star,PA,2.0,Chinese
YuYan Kitchen,LA,4.5,Chinese
Bamboo House,IN,3.5,Chinese
Z E N Thai & Japanese Cuisine,MO,4.0,Thai
Vui's Kitchen,TN,4.0,Vietnamese
Panda Express,MO,3.0,Chinese
Moo Jin Jang,PA,4.0,Korean
Beijing Panda,PA,1.5,Chinese
IndeBlue Modern Indian Food & Spirits,PA,4.5,Indian
Thulasi,PA,5.0,Indian
Thai Cuisine,AZ,3.5,Thai
Best Food in Town,NJ,4.0,Chinese
Panda Express,MO,2.0,Chinese
O Sushi Restaurant,AZ,4.5,Japanese
China Star,PA,3.0,Chinese
Taste Good,FL,3.0,Chinese
Umi Star,AZ,4.0,Japanese
Bon Bon Sushi,PA,4.5,Japanese
Yantze Chinese Gourmet,PA,4.0,Chinese
Jasmine Asian Bistro,PA,4.0,Chinese
Oishii Sushi House,LA,4.5,Japanese
Chinese Gourmet Express,FL,3.5,Chinese
Taste of India,TN,3.5,Indian
Flavor,PA,3.5,Thai
Himalaya Indian Restaurant,DE,3.5,Indian
Siam Cuisine Thai Restaurant III,PA,3.5,Thai
Hiro Hibachi Express and Sushi,IN,4.5,Japanese
Miss Saigon Marana,AZ,3.5,Vietnamese
Koto Japanese Steakhouse,IN,3.5,Japanese
IndeBlue Indian Cuisine,NJ,4.0,Indian
Inchins Bamboo Garden,NJ,3.0,Indian
Kababeque Indian Grill,AZ,3.5,Indian
Asian Noodles,NV,3.5,Vietnamese
Geisha Sushi Bistro,LA,3.5,Japanese
Fuji Hibachi And Chinese Cuisine,PA,4.5,Chinese
Chinese Restaurant,LA,3.0,Chinese
4 Seasons,AZ,4.5,Thai
Madras Indian Cuisine,NJ,3.0,Indian
A Mandarin Restaurant,PA,3.5,Thai
Chef Thai & Sushi,FL,3.5,Thai
Shaking Bowl,MO,5.0,Korean
Genki Takoyaki,ID,4.0,Japanese
Hunan Wok,NJ,4.0,Chinese
Terakawa Ramen,PA,4.5,Japanese
Geo's Wings & More,IL,3.5,Chinese
Thai-Am Restaurant,FL,3.5,Thai
King Wok,IN,4.5,Vietnamese
Mt Fuji Hibachi & Asian Bistro,PA,3.0,Japanese
Baitong Thai Bistro,PA,3.0,Thai
Golden Lake,PA,3.0,Chinese
Chinatown Chinese Restaurant,NJ,3.0,Chinese
Ming Kitchen,DE,2.5,Chinese
Lotus Garden Restaurant,IN,3.5,Chinese
August Moon,PA,4.0,Korean
Panda Express,MO,3.0,Chinese
Noodle Korea,ID,3.5,Korean
Oyishi Buffet,FL,3.0,Japanese
Little Tokyo,LA,3.5,Japanese
Bangkok House Restaurant,DE,4.0,Thai
Jung's Golden Dragon II,LA,3.0,Chinese
Minado,PA,3.5,Japanese
Grand China,NJ,3.0,Chinese
Happi Wok,FL,3.0,Chinese
SUSHI KOI,MO,4.5,Japanese
Kyoto Japanese Cuisine,PA,2.5,Japanese
Cheng's Beijing,AZ,3.5,Vietnamese
Wild Ginger III,PA,3.0,Thai
T.C. Palate,PA,4.0,Chinese
Arigato Sayonara,TN,4.0,Japanese
Saigon Harbor,PA,4.0,Vietnamese
Chef Ma's Chinese Gourmet Restaurant,MO,4.0,Chinese
Madam Butterfly Japanese Restaurant,PA,3.0,Japanese
Hibachi Grill & Supreme Buffet,NJ,2.5,Chinese
Tokyo Japanese Steak House,TN,3.0,Japanese
Persis Indian Grill,PA,3.0,Indian
Wabi Sabi,PA,3.5,Chinese
Sushi Cafe,FL,4.5,Japanese
Salt n Pepper- Indian Cuisine,NJ,3.5,Indian
Hyderabad House,DE,3.0,Indian
Zhi izakaya,PA,4.0,Chinese
Lotus Thai Cafe,LA,5.0,Thai
Oriental Express Chinese Sushi Restaurant,FL,2.5,Chinese
China Inn,IN,2.5,Chinese
Jade Spice,NJ,4.0,Chinese
Asian Kitchen,DE,3.5,Thai
August Moon Restaurant,TN,3.0,Chinese
#1 Mongolian BBQ - Best Stir Fried Noodles In Boise,ID,3.5,Chinese
Cyber Takee Outee,FL,3.5,Chinese
China Express,FL,1.5,Chinese
I ai Sushi,FL,4.0,Japanese
Palace Of Asia,NJ,4.0,Indian
Seventh Heaven,PA,4.0,Thai
Kobe Japanese Steakhouse - Clearwater,FL,4.0,Japanese
Chef King,NJ,3.5,Chinese
Big Eye Raw Bar,CA,4.0,Japanese
Ruby Thai Kitchen,NV,3.0,Thai
Happy Teriyaki - Eagle,ID,4.0,Japanese
Locust,TN,4.5,Japanese
Emperor's Garden Chinese Restaurant,PA,3.5,Chinese
Rock 'N Raw,FL,3.0,Japanese
Yoku,PA,3.5,Japanese
Hunan Wok,NJ,2.5,Chinese
Imperial Palace,IN,4.5,Chinese
Han Dynasty,PA,3.5,Chinese
Ecowas African Restaurant,PA,4.0,Indian
Bangin' Curry Franklin,PA,5.0,Japanese
Souzou Asian Kitchen,FL,3.5,Japanese
Rice House,AZ,3.0,Thai
New Imperial,PA,2.0,Chinese
Jeong’s Noodle,PA,4.0,Korean
King Chef,TN,3.5,Chinese
Chop Suey Inn,MO,4.0,Chinese
Chow's Chinese Restaurant,NJ,3.0,Chinese
Cafe Spice Express,PA,4.0,Indian
China Express,FL,3.0,Chinese
Hong Kong Chinese Food Pick Up,DE,3.5,Chinese
Pagoda Grill and Buffet,IN,4.0,Chinese
Tiffin - South Philadelphia,PA,3.0,Indian
Junmai Station,FL,5.0,Japanese
Pho & Beyond,PA,4.0,Vietnamese
Best Wok,LA,4.0,Chinese
Bawarchi Biryani Point,TN,3.0,Indian
Wow Bao,ID,2.5,Chinese
Urban Crudos,NV,5.0,Japanese
Kyoto Palace,FL,4.5,Chinese
Yummy Noodle House,FL,3.0,Chinese
Siam Square,IN,4.0,Thai
Sake Sushi Bar and Grill,IL,4.5,Japanese
Sakana Sushi Bar & Japanese Restaurant,NV,4.0,Japanese
17 Snyder Chinese,PA,3.0,Chinese
Egg Roll King,NV,3.5,Chinese
Myung Ga Gimbap,PA,4.5,Korean
Hon's Wok,MO,3.0,Chinese
Thaimax,NJ,2.5,Thai
JAF Sushi House,LA,3.5,Japanese
Sushi Garden,AZ,3.0,Japanese
Hong Kong,IN,3.5,Chinese
Fujiyama Steak House of Japan,IN,4.0,Japanese
Seoul Garden,MO,3.0,Korean
Po Thai Restaurant,TN,4.5,Thai
Margaret Kuo's Mandarin,PA,4.0,Chinese
The Refinery at SugarHouse Casino,PA,2.5,Chinese
New China,IL,4.5,Chinese
Kwok's Bistro,NV,4.5,Chinese
Hokkaido Hibachi & Sushi,FL,4.0,Japanese
Hunan Restaurant,PA,4.0,Chinese
Pho Queen,FL,3.5,Vietnamese
China Taste,LA,4.0,Chinese
Peking Garden,PA,5.0,Chinese
Jade Restaurant & Lounge,MO,3.5,Chinese
Shee Yuan Chinese,PA,3.5,Chinese
Hibachi of Jenkintown,PA,2.5,Japanese
Thai Cuisine,ID,4.5,Thai
Great Wall Chinese Restaurant,PA,4.0,Chinese
Panda Garden,NJ,3.5,Chinese
Tokyo Steak House,MO,3.0,Japanese
Soochow Chinese Restaurant,NV,3.0,Chinese
Kabuki Sushi & Thai,MO,3.5,Thai
Happy Maki,PA,4.0,Japanese
Tang Dynasty Buffet,PA,2.0,Chinese
Cafe Cuong,PA,4.5,Vietnamese
Krish’s Indian Bistro,NJ,4.5,Indian
Mi Lah,PA,4.0,Vietnamese
Great Wall Chinese Restaurant,PA,4.0,Chinese
Maxim Super Buffet,AZ,2.0,Chinese
Side Wok Cafe,IN,3.5,Chinese
Tea Magic,PA,3.0,Chinese
Taste of China,FL,2.5,Chinese
Mr. An's Teppan Steak & Seafood Sushi Bar,AZ,3.5,Japanese
Miyabi Sushi Bar Steakhouse,MO,4.0,Japanese
East Side Banh Mi,TN,4.5,Vietnamese
Sansui Japanese Sushi Restaurant,IN,3.0,Japanese
Number One Chinese Restaurant,NJ,3.0,Chinese
Cube Cafe,PA,4.0,Chinese
Hot Wok Restaurant,AZ,3.5,Chinese
Brother Seafood Restaurant,NJ,4.0,Chinese
Asian Chao,PA,1.5,Chinese
Pho Bowl,FL,4.5,Vietnamese
No 1 China,PA,2.5,Chinese
Peking Palace,AZ,4.0,Chinese
Bawarchi Indian Cuisine Restaurant,PA,3.0,Indian
Hunan City Restaurant,PA,3.0,Chinese
goa taco,CA,4.0,Indian
Hunan Wok,MO,3.0,Chinese
Thai Island,FL,4.0,Thai
Tang Palace,MO,3.0,Chinese
Zing Zing's,AZ,3.5,Chinese
China Star,FL,4.0,Chinese
Saffron nola,LA,4.5,Indian
The BAO,MO,4.0,Chinese
Pho and More,PA,3.5,Vietnamese
Kyoto Restaurant,NV,3.0,Japanese
China King Express,MO,3.0,Chinese
Meju,PA,3.0,Korean
Dim Sum Court,PA,4.0,Chinese
Rittenhouse Deli,PA,3.5,Korean
China Ming,TN,3.5,Chinese
The Chinese Noodle Factory,PA,4.5,Chinese
TC Choy's Asian Bistro,FL,3.5,Chinese
Jacksons Bistro Bar & Sushi,FL,3.5,Japanese
Otsuka Ramen,FL,4.5,Japanese
Takamatsu,AZ,3.0,Korean
Sunset Sushi And Thai,TN,4.0,Thai
Manam Indian Cuisine,PA,4.0,Indian
The Clay Oven Food Truck,NV,5.0,Indian
Dao Tien - Downtown,MO,4.0,Vietnamese
Yummy Teriyaki,FL,2.5,Japanese
Chester Halal Fried Chicken,NJ,4.5,Indian
Taste of Punjab,FL,3.5,Indian
Sekisui Pacific Rim,MO,2.5,Japanese
Manna Kitchen,PA,4.5,Korean
Rice & Curry,PA,4.5,Thai
Pho Bistreaux,LA,4.5,Vietnamese
999 Pho,NV,4.0,Vietnamese
Ikkyu,AZ,4.5,Japanese
Thai 202,MO,4.0,Thai
Kokopelli's Sushi,NV,3.5,Japanese
Masala Zone,PA,4.5,Indian
Rollin Gardens Chinese Restaurant,NJ,4.0,Chinese
New China,FL,2.0,Chinese
Thai-Am 2,FL,3.5,Thai
Plume Algiers,LA,5.0,Indian
Luk Fu,PA,4.0,Vietnamese
August Moon,LA,3.5,Vietnamese
Hong Kong Restaurant,FL,3.5,Chinese
Lai Thai Cuisine,NJ,4.0,Thai
8 Lucky Buffet,IN,2.0,Chinese
Super Asian Buffet,FL,3.0,Chinese
Soju Biergarten,PA,4.0,Korean
New China,FL,3.0,Chinese
Rock-n-Saké Bar & Sushi,LA,3.5,Japanese
Friends,PA,3.0,Korean
Hokkaido Seafood Buffet and Grill,IL,3.0,Chinese
Chop Shop,MO,4.5,Japanese
Hino Oishi,IN,4.0,Japanese
Ba Mien Restaurant,LA,3.5,Vietnamese
No 1 China,PA,2.5,Chinese
Pho Cali,NV,3.5,Vietnamese
Magic Noodles,PA,3.5,Chinese
Ichiban Seafood Buffet,PA,3.5,Chinese
Chef Wang,AZ,4.0,Chinese
China Buffet,FL,3.5,Chinese
JC Noodle House,FL,4.0,Chinese
Hanabi Japanese Restaurant,TN,4.0,Japanese
China Yuan Restaurant,FL,4.0,Chinese
Phi Vietnamese,PA,4.0,Vietnamese
Haru,PA,3.5,Japanese
Four Seasons Chinese Restaurant,NJ,3.5,Chinese
New Leaf 2 Chinese & Japanese Cuisine,PA,4.5,Chinese
Indian Villa Curry-N-Cakes,NJ,3.0,Indian
Ray's Café & Teahouse,PA,4.5,Chinese
Cafe Nhan,PA,4.5,Vietnamese
Saint Louis Kitchen,MO,3.5,Chinese
India Kabab & Curry,NV,3.5,Indian
Sarku Japan,PA,3.5,Japanese
Teru Japanese Cuisine,CA,4.5,Japanese
Cafe Soho 2,PA,3.5,Korean
Pho-ladelphia,PA,4.0,Vietnamese
Pho 88,AZ,3.5,Vietnamese
Osaka Japan,ID,3.0,Japanese
Panda House Stir-Fry,AZ,4.0,Vietnamese
Lao Wang,CA,3.5,Chinese
Sono Bana,ID,3.5,Japanese
Jannie Chinese Japanese Cuisine,PA,2.5,Chinese
Bangkok Thai 9 Cuisine,PA,3.5,Thai
Asuka Sushi & Hibachi,LA,4.5,Japanese
China Wok,FL,3.5,Chinese
Shang Hai,PA,3.0,Chinese
Oishii Ramen,NJ,4.5,Japanese
Banh Mi and Roll Plus,TN,4.5,Vietnamese
Kiku,PA,4.0,Korean
Pho Bac,ID,4.0,Vietnamese
Sing Lee Chinese Restaurant,NJ,2.5,Chinese
Volcano Steak & Sushi,NJ,4.0,Japanese
Hong Kong King Buffet,PA,2.5,Chinese
Beijing,PA,4.0,Chinese
Square One,LA,4.5,Vietnamese
New China Chinese Restaurant,PA,3.0,Chinese
Shang Hai 1,PA,4.0,Chinese
Hong Kong,TN,3.5,Chinese
Best Taste of India II,PA,4.0,Indian
Lazy Maguro Japanese Restaurant,FL,4.0,Japanese
Sahara Indian Cuisine,PA,4.0,Indian
Lucky Bamboo,TN,2.5,Chinese
Ngon Ngon,PA,4.5,Vietnamese
Nagomi,LA,5.0,Japanese
Panda Chinese Restaurant,FL,3.5,Chinese
Token Ramen & Kung Fu Tea,FL,4.0,Japanese
Purple Leaf Cuisine,PA,3.5,Chinese
King's Garden Express,PA,2.0,Chinese
Kaiju,CA,4.0,Japanese
Taj Mahal,NV,4.0,Indian
Fire Chicken,MO,4.5,Korean
Sannie Japanese Chinese,PA,3.5,Chinese
New China,CA,3.5,Korean
Hibachi Express,FL,4.0,Japanese
Hibachi Japanese Express,FL,3.5,Japanese
China King,MO,3.5,Chinese
Shu Feng Restaurant,MO,3.5,Chinese
House Of India -Royersford,PA,4.5,Indian
Chi Mc King,PA,4.0,Korean
Tango,PA,3.0,Chinese
U-Town,PA,3.5,Korean
Special Pho,FL,4.5,Vietnamese
Chinnar Indian Cuisine,PA,3.5,Indian
Spice Garden,PA,4.0,Indian
King Wok Chinese Restaurant,PA,3.0,Chinese
Pho Quyen,FL,3.5,Vietnamese
New China,PA,3.5,Chinese
Wat Mongkolratanaram of Florida,FL,4.5,Thai
Char Kol,PA,2.5,Korean
Sushi Stop,PA,4.5,Japanese
Rich City,PA,3.0,Chinese
Lee House,FL,3.0,Vietnamese
Tokyo Grill & Sushi,FL,4.0,Japanese
Bamboo Cafe,LA,4.5,Vietnamese
Kum Lin Restaurant,PA,2.5,Chinese
Pho Don,PA,4.5,Vietnamese
TAP Thai Cuisine,CA,3.0,Thai
China King,MO,2.0,Chinese
Ho's Chinese Restaurant,PA,3.0,Chinese
Elizabeth Street Cafe,LA,4.5,Vietnamese
Ken's Sushi Japanese Restaurant,TN,4.0,Japanese
Happy House,PA,3.5,Chinese
China House at Melrose Pa,PA,2.0,Chinese
Sushi Tori,IN,3.5,Japanese
Kyoto Teppanyaki,MO,3.5,Japanese
United Buffet,PA,3.5,Chinese
A-1 Wok Restaurant,MO,2.0,Chinese
Thai Basil,ID,3.5,Thai
Mongkoltepmunee Buddhist Temple,PA,5.0,Thai
China Wok,FL,3.5,Chinese
Pho 63,PA,4.0,Vietnamese
China Fun,FL,3.5,Chinese
China Wok,FL,3.5,Chinese
Wok Express,MO,3.5,Chinese
Musictown Corp,PA,4.0,Korean
Little Tokyo Japanese Restaurant,LA,3.0,Japanese
Shige Japanese Cuisine,ID,3.5,Japanese
Origami,LA,3.5,Japanese
EAST!,FL,4.0,Japanese
Tomo Japanese Restaurant,IN,4.5,Japanese
Sa Ri One Kitchen,FL,4.5,Korean
Red's Chinese,LA,4.0,Chinese
No 1 Chinese,NJ,2.5,Chinese
Ginger Asian Cuisines,NJ,4.0,Chinese
Mt Fuji Japanese Seafood & Steakhouse,PA,3.5,Japanese
New China,MO,3.0,Chinese
No. 1 Chinese Restaurant,NJ,3.5,Chinese
Seorabol Center City,PA,4.0,Korean
Namaste Indian Bistro,PA,4.5,Indian
Koreana,PA,3.5,Korean
Hibachi Grill & Supreme Buffet,IN,2.5,Japanese
Golden Wok,PA,3.5,Chinese
Ha Long Bay,PA,3.0,Vietnamese
Captain Sushi & Juicy Seafood,IN,4.0,Korean
No-1 China,PA,3.0,Chinese
Francis' Asian Bistro,NV,3.5,Chinese
5 n 2 Tokyo,PA,3.0,Japanese
Wasabi Sushi Bar,MO,3.5,Japanese
Tao Asian Fusion,FL,4.0,Chinese
The Bop Shop,PA,4.5,Korean
Pat's Thai Kitchen,ID,3.5,Thai
Hunan Garden,TN,3.5,Chinese
Ichiban Japanese Cuisine,TN,4.0,Japanese
Sushi Garden & Kitchen,PA,4.5,Thai
China King,FL,3.5,Chinese
New Aston Palace,PA,3.5,Chinese
Pin Wei,PA,4.0,Chinese
Kim's Bakery,MO,4.5,Korean
Panda Express,FL,2.5,Chinese
Pho Barclay,NJ,3.5,Vietnamese
Simply Thai 2,TN,4.5,Thai
Hong Kong Noodle and Duck House,PA,3.0,Chinese
Green Tea Chinese Restaurant,FL,3.0,Chinese
Indigrill,NJ,4.5,Indian
Thai Koji Sushi,PA,4.0,Thai
Moritomo,PA,3.5,Japanese
Tuk Tuk Thai,AZ,3.5,Thai
Country Garden Chinese Restaurant,PA,3.0,Chinese
5th Element - Taste of India,FL,3.5,Indian
Red Apple,LA,4.0,Chinese
Miyabi Restaurant,PA,3.5,Thai
Kooma,PA,3.5,Japanese
